app_id,name,genres,tags,short_description,price,total_reviews,positive_ratio,release_date,developer,publisher,platforms,header_image
100016,RPG Adventure #319,"[""RPG""]","[""Loot"", ""Story Rich"", ""Hack and Slash"", ""Combat"", ""Third Person"", ""Action"", ""Magic"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",59.99,5763,0.66,2020-01-01,Haemimont Games,Haemimont Games,"[""Mac"", ""Linux""]",
100017,RPG Adventure #114,"[""RPG""]","[""Isometric"", ""Cyberpunk"", ""Strategy"", ""Atmospheric"", ""Multiplayer"", ""Tactical RPG""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Supergiant Games.",39.99,3417,0.76,2010-01-01,Supergiant Games,Supergiant Games,"[""Linux""]",
100018,RPG Adventure #161,"[""RPG""]","[""Cyberpunk"", ""Boss Rush"", ""Co-op"", ""Difficult"", ""Atmospheric"", ""Action"", ""Souls-like"", ""Hand-drawn""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",0.0,174,0.75,2016-01-01,Grinding Gear Games,Grinding Gear Games,"[""Windows""]",
100019,RPG Adventure #202,"[""RPG""]","[""Linear"", ""Anime"", ""JRPG"", ""Co-op"", ""Turn-Based"", ""Atmospheric"", ""Fantasy"", ""Visual Novel"", ""Dark"", ""Story Rich""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Obsidian Entertainment.",39.99,5431,0.83,2022-01-01,Obsidian Entertainment,Obsidian Entertainment,"[""Linux""]",
100020,RPG Adventure #394,"[""RPG""]","[""Isometric"", ""Narrative"", ""RPG"", ""Atmospheric"", ""Singleplayer"", ""Retro"", ""Classic RPG"", ""Party-Based RPG"", ""Choices Matter""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by inXile Entertainment.",19.99,1867,0.99,2008-01-01,inXile Entertainment,inXile Entertainment,"[""Windows""]",
100021,RPG Adventure #271,"[""RPG""]","[""Isometric"", ""Narrative"", ""RPG"", ""Atmospheric"", ""Retro"", ""Choices Matter""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by inXile Entertainment.",59.99,1021,0.92,2019-01-01,inXile Entertainment,inXile Entertainment,"[""Windows"", ""Mac""]",
100022,RPG Adventure #240,"[""RPG""]","[""Cyberpunk"", ""Survival"", ""Fantasy"", ""Non-linear"", ""Open World"", ""Crafting"", ""Moody""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by inXile Entertainment.",9.99,17464,0.81,2020-01-01,inXile Entertainment,inXile Entertainment,"[""Windows"", ""Mac""]",
100023,RPG Adventure #340,"[""RPG""]","[""Co-op"", ""Dungeon Crawler"", ""Fantasy"", ""Roguelite"", ""Perma-death"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",49.99,12747,0.89,2003-01-01,Tactical Adventures,Tactical Adventures,"[""Linux""]",
100024,Pillars of Eternity,"[""RPG""]","[""Turn-Based Strategy"", ""Party-Based"", ""Isometric"", ""Strategy"", ""Cyberpunk"", ""Multiplayer"", ""Tactical RPG"", ""Dark""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",39.99,463,0.66,2019-01-01,Grinding Gear Games,Grinding Gear Games,"[""Mac"", ""Windows"", ""Linux""]",
100025,RPG Adventure #413,"[""RPG""]","[""Isometric"", ""Turn-Based Strategy"", ""Strategy"", ""Tactical RPG"", ""Hand-drawn""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",4.99,1582,0.59,2024-01-01,Haemimont Games,Haemimont Games,"[""Mac""]",
100026,RPG Adventure #200,"[""RPG""]","[""Visual Novel"", ""Fantasy"", ""Linear"", ""Story Rich""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Troika Games.",49.99,8822,0.62,2009-01-01,Troika Games,Troika Games,"[""Windows""]",
100027,RPG Adventure #179,"[""RPG""]","[""Survival"", ""Sandbox"", ""Exploration"", ""Open World"", ""Crafting"", ""Dark"", ""Story Rich""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",14.99,3912,0.67,2020-01-01,Grinding Gear Games,Grinding Gear Games,"[""Linux""]",
100028,RPG Adventure #196,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Co-op"", ""Atmospheric"", ""Action"", ""Dark"", ""Souls-like"", ""Story Rich""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by inXile Entertainment.",59.99,759,0.85,2017-01-01,inXile Entertainment,inXile Entertainment,"[""Linux"", ""Windows""]",
100029,RPG Adventure #162,"[""RPG""]","[""Dungeon Crawler"", ""Fantasy"", ""Multiplayer"", ""Roguelite"", ""Perma-death"", ""Procedural Generation"", ""Dark"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",0.0,6528,0.89,2024-01-01,Fatshark,Fatshark,"[""Linux"", ""Windows"", ""Mac""]",
100030,RPG Adventure #80,"[""RPG""]","[""Turn-Based Strategy"", ""Party-Based"", ""Isometric"", ""Strategy"", ""Pixel Graphics"", ""Atmospheric"", ""Retro"", ""Tactical RPG"", ""Dark""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",39.99,7376,0.76,2010-01-01,BioWare,BioWare,"[""Mac"", ""Windows""]",
100031,RPG Adventure #113,"[""RPG""]","[""Cyberpunk"", ""Boss Rush"", ""Dark Fantasy"", ""Atmospheric"", ""Fantasy"", ""Action"", ""Moody"", ""Souls-like""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by CD Projekt Red.",29.99,615,0.71,2008-01-01,CD Projekt Red,CD Projekt Red,"[""Windows"", ""Linux""]",
100032,RPG Adventure #174,"[""RPG""]","[""Pixel Graphics"", ""Dark Fantasy"", ""Atmospheric"", ""Difficult"", ""Action"", ""Hand-drawn""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Troika Games.",0.0,9942,0.6,2006-01-01,Troika Games,Troika Games,"[""Mac"", ""Windows""]",
100033,Gothic 3,"[""RPG""]","[""Cyberpunk"", ""Sandbox"", ""Fantasy"", ""Exploration"", ""Open World"", ""Crafting"", ""Moody""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Piranha Bytes.",4.99,328,0.91,2007-01-01,Piranha Bytes,Piranha Bytes,"[""Linux""]",
100034,RPG Adventure #229,"[""RPG""]","[""Loot"", ""Cyberpunk"", ""Hack and Slash"", ""Atmospheric"", ""Combat"", ""Multiplayer"", ""Action"", ""Retro"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",9.99,1862,0.92,2012-01-01,Grinding Gear Games,Grinding Gear Games,"[""Mac""]",
100035,Diablo IV,"[""RPG""]","[""Co-op"", ""Dungeon Crawler"", ""Fantasy"", ""Retro"", ""Perma-death"", ""Procedural Generation"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",49.99,5074,0.67,2004-01-01,Tactical Adventures,Tactical Adventures,"[""Mac"", ""Linux""]",
100036,RPG Adventure #385,"[""RPG""]","[""Exploration"", ""Non-linear"", ""Open World"", ""Survival"", ""Story Rich"", ""Hand-drawn""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Obsidian Entertainment.",39.99,10911,0.66,2001-01-01,Obsidian Entertainment,Obsidian Entertainment,"[""Mac"", ""Linux""]",
100037,RPG Adventure #19,"[""RPG""]","[""Cyberpunk"", ""Narrative"", ""RPG"", ""Atmospheric"", ""Classic RPG"", ""Party-Based RPG"", ""Dark""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",49.99,6245,0.77,2000-01-01,Grinding Gear Games,Grinding Gear Games,"[""Windows"", ""Linux"", ""Mac""]",
100038,RPG Adventure #178,"[""RPG""]","[""Story Rich"", ""Hack and Slash"", ""Pixel Graphics"", ""Third Person"", ""Moody"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",49.99,7151,0.96,2017-01-01,BioWare,BioWare,"[""Mac""]",
100039,RPG Adventure #102,"[""RPG""]","[""Loot"", ""Cyberpunk"", ""Hack and Slash"", ""Combat"", ""Third Person"", ""Action"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",4.99,3404,0.82,2014-01-01,Fatshark,Fatshark,"[""Mac""]",
100040,RPG Adventure #320,"[""RPG""]","[""Crafting"", ""Magic"", ""Sandbox"", ""Multiplayer"", ""Non-linear"", ""Exploration"", ""Survival"", ""Story Rich""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",39.99,3698,0.73,2018-01-01,Grinding Gear Games,Grinding Gear Games,"[""Windows"", ""Mac"", ""Linux""]",
100041,RPG Adventure #168,"[""RPG""]","[""Hack and Slash"", ""Pixel Graphics"", ""Co-op"", ""Atmospheric"", ""Third Person"", ""Action"", ""Retro"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",0.0,570,0.77,2014-01-01,Fatshark,Fatshark,"[""Mac"", ""Windows""]",
100042,RPG Adventure #105,"[""RPG""]","[""Loot"", ""Story Rich"", ""Hack and Slash"", ""Co-op"", ""Atmospheric"", ""Third Person"", ""Multiplayer"", ""Action"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by CD Projekt Red.",14.99,159,0.61,2012-01-01,CD Projekt Red,CD Projekt Red,"[""Linux"", ""Mac"", ""Windows""]",
100043,RPG Adventure #128,"[""RPG""]","[""Loot"", ""Cyberpunk"", ""Hack and Slash"", ""Combat"", ""Third Person"", ""Multiplayer"", ""Action"", ""Action RPG"", ""Hand-drawn""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Owlcat Games.",29.99,3552,0.91,2007-01-01,Owlcat Games,Owlcat Games,"[""Windows"", ""Linux"", ""Mac""]",
100044,RPG Adventure #348,"[""RPG""]","[""Isometric"", ""Narrative"", ""Co-op"", ""Classic RPG"", ""Party-Based RPG"", ""Choices Matter"", ""Dark""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",39.99,11906,0.72,2005-01-01,BioWare,BioWare,"[""Windows""]",
100045,RPG Adventure #90,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Difficult"", ""Atmospheric"", ""Action"", ""Retro"", ""Singleplayer"", ""Dark"", ""Souls-like""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Troika Games.",4.99,7043,0.6,2004-01-01,Troika Games,Troika Games,"[""Mac""]",
100046,RPG Adventure #92,"[""RPG""]","[""Narrative"", ""RPG"", ""Atmospheric"", ""Party-Based RPG"", ""Moody"", ""Dark""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",19.99,1299,0.75,2018-01-01,BioWare,BioWare,"[""Mac"", ""Linux""]",
100047,RPG Adventure #277,"[""RPG""]","[""Loot"", ""Pixel Graphics"", ""Combat"", ""Action"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",49.99,879,0.73,2022-01-01,Tactical Adventures,Tactical Adventures,"[""Mac"", ""Linux""]",
100048,RPG Adventure #126,"[""RPG""]","[""Third Person"", ""Multiplayer"", ""Action"", ""Combat""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Amplitude Studios.",59.99,13274,0.84,2004-01-01,Amplitude Studios,Amplitude Studios,"[""Linux"", ""Mac""]",
100049,RPG Adventure #121,"[""RPG""]","[""Isometric"", ""Narrative"", ""RPG"", ""Atmospheric"", ""Classic RPG"", ""Party-Based RPG"", ""Choices Matter""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Supergiant Games.",39.99,10257,0.92,2008-01-01,Supergiant Games,Supergiant Games,"[""Mac""]",
100050,RPG Adventure #39,"[""RPG""]","[""Pixel Graphics"", ""Sandbox"", ""Non-linear"", ""Singleplayer"", ""Open World"", ""Moody""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by FromSoftware.",39.99,8139,0.94,2008-01-01,FromSoftware,FromSoftware,"[""Windows""]",
100051,RPG Adventure #47,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Atmospheric"", ""Multiplayer"", ""Magic"", ""Hand-drawn""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Obsidian Entertainment.",4.99,11321,0.8,2024-01-01,Obsidian Entertainment,Obsidian Entertainment,"[""Windows"", ""Mac"", ""Linux""]",
100052,RPG Adventure #390,"[""RPG""]","[""Cyberpunk"", ""Magic"", ""Sandbox"", ""Non-linear"", ""Open World"", ""Survival"", ""Dark""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",0.0,1913,0.75,2004-01-01,Fatshark,Fatshark,"[""Linux""]",
100053,RPG Adventure #254,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Atmospheric"", ""Action"", ""Magic"", ""Souls-like""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",39.99,2785,0.74,2016-01-01,Haemimont Games,Haemimont Games,"[""Mac""]",
100054,RPG Adventure #1,"[""RPG""]","[""Loot"", ""Hack and Slash"", ""Combat"", ""Third Person"", ""Fantasy"", ""Action"", ""Action RPG"", ""Hand-drawn""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",59.99,8519,0.46,2009-01-01,Haemimont Games,Haemimont Games,"[""Mac"", ""Windows""]",
100055,RPG Adventure #150,"[""RPG""]","[""Loot"", ""Cyberpunk"", ""Hack and Slash"", ""Combat"", ""Third Person"", ""Action"", ""Singleplayer"", ""Dark"", ""Action RPG"", ""Hand-drawn""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Larian Studios.",4.99,1255,0.82,2004-01-01,Larian Studios,Larian Studios,"[""Mac"", ""Linux""]",
100056,RPG Adventure #248,"[""RPG""]","[""Party-Based"", ""Tactical RPG"", ""Strategy"", ""Pixel Graphics""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",59.99,638,0.83,2023-01-01,Fatshark,Fatshark,"[""Linux""]",
100057,RPG Adventure #82,"[""RPG""]","[""Turn-Based Strategy"", ""Party-Based"", ""Isometric"", ""Retro"", ""Singleplayer"", ""Tactical RPG"", ""Dark"", ""Story Rich""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",19.99,1951,0.76,2011-01-01,BioWare,BioWare,"[""Mac""]",
100058,RPG Adventure #71,"[""RPG""]","[""Turn-Based Strategy"", ""Party-Based"", ""Isometric"", ""Strategy"", ""Retro""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",29.99,3657,0.67,2004-01-01,Haemimont Games,Haemimont Games,"[""Windows"", ""Linux"", ""Mac""]",
100059,RPG Adventure #309,"[""RPG""]","[""Isometric"", ""Party-Based"", ""Strategy"", ""Singleplayer"", ""Tactical RPG"", ""Dark"", ""Hand-drawn""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",14.99,17838,0.95,2004-01-01,Grinding Gear Games,Grinding Gear Games,"[""Linux"", ""Windows"", ""Mac""]",
100060,RPG Adventure #131,"[""RPG""]","[""Crafting"", ""Sandbox"", ""Exploration"", ""Non-linear"", ""Open World"", ""Survival"", ""Hand-drawn""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Amplitude Studios.",19.99,16410,0.78,2000-01-01,Amplitude Studios,Amplitude Studios,"[""Linux""]",
100061,RPG Adventure #321,"[""RPG""]","[""Isometric"", ""Narrative"", ""RPG"", ""Pixel Graphics"", ""Fantasy"", ""Magic"", ""Party-Based RPG"", ""Dark""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by CD Projekt Red.",59.99,1789,0.58,2006-01-01,CD Projekt Red,CD Projekt Red,"[""Linux"", ""Mac""]",
100062,Skyrim,"[""RPG""]","[""Survival"", ""Non-linear"", ""Open World"", ""Magic""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Larian Studios.",0.0,1676,0.79,2021-01-01,Larian Studios,Larian Studios,"[""Linux""]",
100063,RPG Adventure #111,"[""RPG""]","[""Turn-Based Strategy"", ""Isometric"", ""Strategy"", ""Moody"", ""Multiplayer"", ""Tactical RPG"", ""Dark""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",39.99,3492,0.73,2003-01-01,BioWare,BioWare,"[""Mac"", ""Linux""]",
100064,Pathfinder: Wrath of the Righteous,"[""RPG""]","[""Dungeon Crawler"", ""Fantasy"", ""Roguelite"", ""Perma-death"", ""Procedural Generation"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Obsidian Entertainment.",19.99,264,0.84,2006-01-01,Obsidian Entertainment,Obsidian Entertainment,"[""Linux""]",
100065,RPG Adventure #44,"[""RPG""]","[""Crafting"", ""Exploration"", ""Non-linear"", ""Survival"", ""Moody"", ""Story Rich""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",14.99,1369,0.75,2016-01-01,Haemimont Games,Haemimont Games,"[""Mac"", ""Linux"", ""Windows""]",
100066,RPG Adventure #255,"[""RPG""]","[""Turn-Based Strategy"", ""Isometric"", ""Cyberpunk"", ""Strategy"", ""Story Rich"", ""Hand-drawn""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Piranha Bytes.",39.99,782,0.82,2009-01-01,Piranha Bytes,Piranha Bytes,"[""Linux""]",
100067,RPG Adventure #139,"[""RPG""]","[""Loot"", ""Story Rich"", ""Third Person"", ""Multiplayer"", ""Dark"", ""Action RPG"", ""Hand-drawn""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Piranha Bytes.",59.99,1385,0.78,2002-01-01,Piranha Bytes,Piranha Bytes,"[""Linux"", ""Mac""]",
100068,RPG Adventure #325,"[""RPG""]","[""Linear"", ""Story Rich"", ""Pixel Graphics"", ""Singleplayer"", ""Retro"", ""Visual Novel"", ""JRPG""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",9.99,5575,0.69,2007-01-01,Tactical Adventures,Tactical Adventures,"[""Windows""]",
100069,RPG Adventure #404,"[""RPG""]","[""Cyberpunk"", ""Crafting"", ""Sandbox"", ""Atmospheric"", ""Retro"", ""Open World"", ""Survival"", ""Hand-drawn""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",29.99,6513,0.87,2020-01-01,Fatshark,Fatshark,"[""Windows"", ""Linux""]",
100070,RPG Adventure #45,"[""RPG""]","[""Loot"", ""Hack and Slash"", ""Co-op"", ""Third Person"", ""Action"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Troika Games.",49.99,2292,0.95,2001-01-01,Troika Games,Troika Games,"[""Linux""]",
